gene,MitoPathways
COX7A2L,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly
MTERF3,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
SFXN2,Small molecule transport > Sideroflexins
FASN,Metabolism > Lipid metabolism
PINK1,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling
TMEM177,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
TXNRD1,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins
THNSL1,0
SLC37A4,
FDPS,Metabolism > Lipid metabolism > Cholesterol-associated
IDI1,Metabolism > Lipid metabolism > Cholesterol-associated
TOP3A,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
FTMT,Metabolism > Metals and cofactors > Iron homeostasis
LDHAL6B,Metabolism > Carbohydrate metabolism
ATXN2,
MTFR1,Mitochondrial dynamics and surveillance > Fission
DDAH1,
BCL2L13,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis
TRMT10C,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
ACOT7,Metabolism > Lipid metabolism
TFB1M,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
ARF5,0
MCUB,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter
TWNK,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
MMADHC,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
ALKBH3,
PYCR2,Metabolism > Amino acid metabolism > Proline metabolism
RPS18,
TSTD1,Metabolism > Sulfur metabolism
RDH11,
HSPB7,
LYRM1,0
OSBPL1A,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism"
RECQL4,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
PET100,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
HK1,
GDAP1,0
MTIF3,Mitochondrial central dogma > Translation > Translation factors
UNG,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
GLYAT,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism
SHMT1,
ISOC2,0
PTS,
PPWD1,
ATP5MC1,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
SLC16A11,
QDPR,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism
SLC16A7,
ABCB9,
COQ8B,Metabolism > Metals and cofactors > Coenzyme Q metabolism
GTPBP10,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
TARS1,
TSPO,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
FTH1,Metabolism > Metals and cofactors > Iron homeostasis
TRMT1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
PSMA6,
ADCK2,0
ACOX3,
RAB35,
TSTD3,0
MRPS36,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle
PDP2,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
AGPAT5,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
MCRIP2,Signaling
UCP2,Small molecule transport > SLC25A family
SLC25A37,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family
SLC25A28,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family
SLC25A48,Small molecule transport > SLC25A family
SLC25A43,Small molecule transport > SLC25A family
SLC25A47,Small molecule transport > SLC25A family
SLC25A41,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family
SLC25A34,Small molecule transport > SLC25A family
PACSIN2,
ACO1,
MLH1,
MTHFD1,
EEFSEC,
EPHX2,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism
DHCR24,
NUDT5,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
MICU1,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter
SOD1,Metabolism > Detoxification > ROS and glutathione metabolism
SERHL2,0
WDR81,
NDUFAF3,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
BOLA3,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins
OCIAD2,Signaling
RSAD1,Metabolism > Metals and cofactors > Fe-S-containing proteins
NCEH1,
CHCHD6,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
TPI1,
FASTKD2,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
PEX11B,0
TMEM186,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
OBSCN,
CYB5A,
PIF1,Mitochondrial central dogma > mtDNA maintenance
FABP1,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism
ABCD1,Small molecule transport > ABC transporters
GAPDH,
PLPBP,Metabolism > Vitamin metabolism > Vitamin B6 metabolism
STOML1,
DBI,Metabolism > Lipid metabolism
PI4KA,
PNPT1,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
TMBIM4,
TOP1MT,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription
C15ORF40,
RNASEH1,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
ABCA9,Small molecule transport > ABC transporters
SCP2,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
NT5DC3,0
PTPN4,
CMC4,0
ACOX1,
LDHB,Metabolism > Amino acid metabolism > Glyoxylate metabolism
YBEY,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
HINT1,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
PKLR,
ACSL5,
DNAJC3,
MUL1,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling"
ACOX2,
METTL7B,
TK2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
SLC16A2,
ALDH8A1,
ODF2,
TUBB6,
DHRS7,
SNPH,
AGMAT,Metabolism > Amino acid metabolism
ADSL,
ABHD5,
CLUH,
CMPK2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
BID,Mitochondrial dynamics and surveillance > Apoptosis
NME1,
GDPD1,
ARL2,Mitochondrial dynamics and surveillance > Fusion
SYNJ2BP,Mitochondrial dynamics and surveillance > Organelle contact sites
MFF,Mitochondrial dynamics and surveillance > Fission
PDIA6,
DCXR,Metabolism > Carbohydrate metabolism
NPL,
NUDT9,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
AMACR,Metabolism > Lipid metabolism > Fatty acid oxidation
VPS13D,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
PDIA4,
METTL7A,
GLRX3,
SLC12A7,
AGPAT3,
RPL18,
NUDT6,0
BDH2,
PEX6,
GPD1,
DMAC2,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
TMBIM6,
SLC27A3,
MRM2,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
BAK1,Mitochondrial dynamics and surveillance > Apoptosis
DHODH,"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other"
MAOB,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism
MGST3,Metabolism > Lipid metabolism > Eicosanoid metabolism
DNAH17,
AKAP4,
AKAP3,
ACP6,Metabolism > Lipid metabolism > Phospholipid metabolism
MRPL48,Mitochondrial central dogma > Translation > Mitochondrial ribosome
CYB5R1,
HSD3B1,
PTGR2,
AGXT,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism
SLC27A2,
HSD17B12,
PECR,
ACSS2,
CYB5R3,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism
MFSD1,
GGH,
DDX28,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
CASKIN2,
SLC7A14,
PNKD,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
MICU3,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter
QARS1,
TKTL2,
BNIP3,Mitochondrial dynamics and surveillance > Apoptosis
MTX3,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
RPS9,
CSNK2A1,
PSMB7,
PPIP5K2,
MSH3,
MUTYH,Mitochondrial central dogma > mtDNA maintenance
GTPBP6,0
DNAJB12,
NADK,
CYP11A1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
EPRS1,
SLC2A8,
TUBB4A,
EEF1A2,
MSRB1,
EDF1,
ACYP1,
OCIAD1,0
RPUSD2,
METTL8,Mitochondrial central dogma > mtRNA metabolism
PKM,
MCFD2,
CTU1,
PPM1M,
ATOX1,
HSP90B1,
VCP,
MYCBP,
SMIM20,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
ERP44,
RETSAT,
TRAK2,
UBE2M,
RPUSD4,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
SLC19A2,
DNAH2,
ALDH1A1,
DNM1,
DNM3,
SMIM8,0
PNPLA2,
TMEM69,
KYAT1,
HARS1,
NME6,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
MDN1,
FKBP8,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
NSF,
MTOR,
ACSM4,Metabolism > Lipid metabolism > Fatty acid oxidation
ARF1,
TAT,
NAPEPLD,
VAMP8,
RAB28,
NLRX1,Signaling > Immune response
RAB11A,
FOXRED1,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
DCAF5,
TFB2M,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription
PPM1K,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
CBS,
ATP5MC2,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
SDS,
WWOX,
RDH12,
DHRS13,
GRXCR1,
DDX1,
ANKZF1,
TMEM147,
CDIPT,
SMIM10L1,
CEND1,
MT-ND1,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
SNRNP200,
DNAH5,
CYP4A11,
MGLL,
VPS29,
DNM2,
AGPS,
HAO1,
TAZ,Metabolism > Lipid metabolism > Cardiolipin synthesis
MSRB3,Metabolism > Detoxification > ROS and glutathione metabolism
MFSD3,
PEX7,
ACOT11,Metabolism > Lipid metabolism > Fatty acid oxidation
PLIN4,
NIPSNAP3B,0
PPT2,
BTD,
BCAR3,
CARM1,
RIPOR1,
PDLIM5,
NTHL1,Metabolism > Metals and cofactors > Fe-S-containing proteins
ABCA12,
MARCHF5,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
SFXN4,Small molecule transport > Sideroflexins
DOCK10,
SLC2A4,
LPIN1,
SGTA,
ANKRD26,
FBXO8,
TRMT5,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
SLC25A6,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
SLC25A2,
SLC25A52,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family
RPTOR,
AGL,
USP2,
TMCO3,
CCT2,
CRYAB,
OGG1,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
SMPD2,
GTPBP1,
MSTO1,
TAPT1,
ACOD1,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response
IMPA1,
RPS3,
DNAJB5,
DUS1L,
DHRS11,
QTRT1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
AIFM2,Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis
DNAJC21,
ASB8,
GPT,
SLC12A4,
PRKRA,
SLC27A4,
NSDHL,
PRKACB,
TUBB2A,
FKBP2,
PRDX2,Metabolism > Detoxification > ROS and glutathione metabolism
TXN,
RHOC,
CEPT1,
FBXL4,0
CCT3,
SLC12A5,
AHCY,
BPNT1,
SUGT1,
FLOT1,
GNPAT,
TMEM135,
MAT2B,
MTUS1,
NDOR1,
UBTFL1,
PRMT1,
SNN,
SH3BP5L,
RAB21,
NARS1,
PSMC6,
PSMB1,
TRIB2,
GPAM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
DDO,
ASAH1,
NAGLU,
PPT1,
DMAC2L,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
RMDN3,Mitochondrial dynamics and surveillance > Organelle contact sites
CCDC136,
PRXL2A,Metabolism > Detoxification > ROS and glutathione metabolism
ATP5MD,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation
RMDN2,
RPL8,
SMIM19,
PET117,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
SS18L2,
SMIM11A,
GINM1,
DDT,
MAOA,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism
CFAP45,
C15ORF61,0
SMPD1,
POLQ,Mitochondrial central dogma > mtDNA maintenance
GTPBP8,
UACA,
DDX27,
AGAP2,
SPATA5,
NOS3,
BCO2,Metabolism > Vitamin metabolism > Vitamin A metabolism
IFI27,Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis
MMACHC,
RRM1,
TLE5,
GTPBP2,
RPS15,
RPS15A,
THEM6,
CRYZ,0
PYCR1,Metabolism > Amino acid metabolism > Proline metabolism
MRTFB,
PPA1,
CNNM2,
KRT5,
TUBB4B,
RPL10A,
RPL9,
RPL23A,
CARD19,
SMIM12,
EIF5B,
SEC63,
ACSBG1,
HRK,
TUBB,
RAB3B,
RAB3D,
RAB8B,
RAB4B,
TMLHE,Metabolism > Metals and cofactors > Carnitine synthesis and transport
CHURC1,
ID2,
CDC14B,
HAX1,
TOMM20,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance"
APEH,
BCAT1,
ABCB1,
PIN1,
PSMB5,
RPS14,
HSD17B6,
SV2A,
ABHD6,
CASKIN1,
PDIA2,
TMEM256,
PCBD1,
YRDC,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
ATG4D,
RPL23,
PFKL,
ABCF1,
DARS1,
IARS1,
WRN,
ABCC3,
ABHD4,
PSMB2,
RPL5,
SPTA1,
CHP1,
COA7,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
AGPAT2,
AK1,
KIFC3,
RAB18,
NME1-NME2,
XRCC6,
KIF3B,
ABCA2,
DLG3,
TNKS,
DHRS2,Metabolism > Detoxification > Xenobiotic metabolism
GPN1,
APTX,
ELP3,
FANCM,
LPCAT1,
LRGUK,
MIB2,
DDX43,
TMX3,
SPTLC3,
METTL2B,
AS3MT,
EEF1AKMT2,
XPNPEP1,
MMAA,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
EEF1A1,
STK16,
UBXN1,
MIEF1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission
NMNAT1,
TMEM160,
CFAP65,
FABP2,
FTL,
SCCPDH,
C15ORF48,0
RAB1B,
CTSD,
EMC6,
CDC25B,
HNF4A,
FADS1,
FADS2,
GLOD5,
LIG3,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
CMPK1,
LRBA,
USP8,
SLIT2,
BNIP3L,Mitochondrial dynamics and surveillance > Apoptosis
DDC,
TUBG1,
NTMT1,
CSAD,
PRMT6,
THUMPD2,
METTL18,
CYTH1,
DNAJB4,
FMO1,
RPL11,
RSU1,
RAB31,
CIAO1,
PHPT1,
GRAMD1B,
PEX1,
LAS1L,
TSEN54,
VAMP1,
DPM1,
PPP1R12B,
TANC2,
CPA3,
CYP17A1,
DNAH6,
LCN2,
ODF1,
PLG,
GDAP1L1,
ACOT4,
S100A1,
DHRS4L2,
DOLK,
NPLOC4,
ALAD,
FASTKD5,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
GGPS1,
FABP4,
PARK7,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"
